emp_id department salary promotion_last_5_years work_accident left tenure number_project avg_month_hours job_sat last_evaluation
1852 sales low No No Yes 3 2 147 46 53
1853 sales low No No Yes 3 2 142 39 49
1854 sales low No No Yes 3 2 130 36 51
1855 sales medium No No Yes 3 2 147 43 53
1856 sales medium No Yes Yes 5 5 246 85 87
1857 sales medium No No Yes 4 6 281 11 92
1858 sales medium No No Yes 4 6 253 11 90
1859 sales medium No No Yes 3 2 128 38 47
1860 sales medium No No Yes 3 2 129 43 57
1861 accounting medium No No Yes 6 5 223 75 100
1862 accounting medium No No Yes 4 6 269 11 92
1863 accounting medium No No Yes 4 7 269 10 90
1864 hr medium No No Yes 5 7 244 10 81
1865 hr medium No No Yes 3 2 154 37 50
1866 hr medium No No Yes 5 5 140 11 93
1867 hr high No No Yes 3 2 159 45 46
1868 technical low No No Yes 3 2 158 44 48
1869 technical medium No No Yes 3 2 133 44 56
1870 technical medium No No Yes 4 6 247 11 77
1871 technical medium No No Yes 5 5 268 79 93
1872 technical medium No No Yes 5 5 267 80 90
1873 technical low No No Yes 5 7 251 10 87
1874 technical low No No Yes 4 6 279 9 93
1875 technical low No No Yes 4 6 161 70 84
1876 technical low No No Yes 5 4 256 72 84
1877 technical low No No Yes 4 6 304 11 80
1878 technical low No No Yes 3 2 137 39 51
1879 support low No No Yes 3 2 144 40 49
1880 support low No No Yes 3 2 142 43 54
1881 support low No No Yes 5 5 262 76 87
1882 support low No No Yes 3 2 142 40 48
1883 support low No No Yes 4 6 282 9 89
1884 support low No No Yes 3 2 157 37 54
1885 support low No No Yes 5 5 228 87 91
1886 support low No No Yes 4 6 283 10 86
1887 support low No No Yes 4 6 286 11 86
1888 support low No No Yes 3 2 148 43 50
1889 support low No No Yes 4 6 245 10 81
1890 technical low No No Yes 4 6 279 11 95
1891 technical low No No Yes 5 5 245 85 87
1892 technical low No No Yes 3 2 138 37 49
1893 management low No No Yes 3 2 141 44 52
1894 IT medium No No Yes 5 7 302 10 83
1895 IT medium No No Yes 4 6 268 11 89
1896 IT medium No No Yes 5 5 240 87 88
1897 IT medium No No Yes 3 2 127 39 49
1898 IT medium No No Yes 4 7 264 10 94
1899 product_mng medium No No Yes 3 2 155 44 53
1900 product_mng medium No No Yes 3 2 143 40 49
1901 product_mng medium No No Yes 6 5 217 76 98
1902 product_mng medium No No Yes 3 2 147 46 55
1903 IT medium No No Yes 5 4 271 90 92
1904 RandD medium No No Yes 5 4 273 85 87
1905 RandD medium No Yes Yes 4 5 285 10 78
1906 RandD high No No Yes 3 2 131 43 49
1907 RandD low No No Yes 6 5 135 20 50
1908 RandD medium No No Yes 5 5 239 81 92
1909 marketing medium No No Yes 5 5 237 83 85
1910 sales medium No Yes Yes 5 4 277 14 75
1911 accounting medium No No Yes 5 5 303 10 84
1912 support low No No Yes 6 4 242 91 98
1913 technical low No No Yes 3 2 158 37 57
1914 management low No Yes Yes 3 2 147 42 57
1915 marketing low No No Yes 5 2 282 39 68
1916 marketing low No No Yes 3 2 154 39 54
1917 marketing low No No Yes 3 2 149 44 52
1918 sales low No No Yes 3 2 149 37 45
1919 sales low No No Yes 3 2 146 39 53
1920 sales low No No Yes 5 4 258 72 94
1921 sales low No No Yes 3 2 148 37 49
1922 sales low No No Yes 5 5 236 82 94
1923 sales low No No Yes 3 2 134 42 52
1924 sales low No No Yes 5 2 155 59 100
1925 sales low No No Yes 5 5 257 82 86
1926 sales low No No Yes 2 6 189 73 97
1927 sales low No No Yes 3 3 164 78 66
1928 sales low No No Yes 4 6 271 9 95
1929 sales low No No Yes 4 6 280 10 97
1930 sales low No No Yes 3 2 149 45 46
1931 sales low No No Yes 5 5 219 83 81
1932 sales low No No Yes 3 2 128 43 51
1933 sales medium No No Yes 3 2 128 40 47
1934 sales medium No No Yes 3 2 157 43 46
1935 sales medium No No Yes 5 4 225 78 93
1936 sales medium No No Yes 3 2 140 39 45
1937 accounting medium No No Yes 4 6 310 11 97
1938 accounting medium No No Yes 3 2 143 36 52
1939 accounting medium No No Yes 3 2 153 36 54
1940 hr medium No No Yes 4 7 310 10 79
1941 hr medium No No Yes 3 2 136 40 47
1942 hr medium No No Yes 6 4 251 81 85
1943 hr medium No No Yes 3 2 144 40 47
1944 technical medium No No Yes 4 6 296 9 93
1945 technical high No No Yes 5 5 238 76 89
1946 technical low No No Yes 4 5 162 73 93
1947 technical medium No No Yes 3 2 137 38 49
1948 technical medium No No Yes 5 5 257 72 84
1949 technical medium No No Yes 3 2 148 40 56
1950 technical medium No No Yes 5 5 254 91 99
1951 technical low No No Yes 6 4 247 85 85
1952 technical low No No Yes 4 5 206 90 70
1953 technical low No No Yes 3 2 145 46 55
1954 technical low No Yes Yes 3 2 159 43 57
1955 support low No Yes Yes 5 5 228 89 88
1956 support low No No Yes 4 6 257 9 81
1957 support low No No Yes 3 2 155 40 48
1958 support low No No Yes 6 6 293 76 83
1959 support low No No Yes 3 2 151 40 57
1960 support low No No Yes 3 2 160 37 48
1961 support low No No Yes 3 2 143 37 53
1962 support low No No Yes 4 6 280 11 96
1963 support low No No Yes 3 2 158 37 52
1964 support low No No Yes 4 7 310 9 89
1965 support low No No Yes 5 5 258 88 86
1966 technical low No No Yes 5 5 262 84 94
1967 technical low No No Yes 4 6 265 10 98
1968 technical low No Yes Yes 3 2 143 41 47
1969 management low No No Yes 6 5 232 84 91
1970 IT low No No Yes 3 2 161 41 55
1971 IT low No No Yes 6 5 132 53 76
1972 IT medium No Yes Yes 3 2 139 42 47
1973 IT medium No No Yes 3 2 131 36 50
1974 IT medium No No Yes 3 2 161 38 52
1975 product_mng medium No No Yes 3 2 152 36 48
1976 product_mng medium No No Yes 3 2 138 46 54
1977 product_mng medium No Yes Yes 3 2 159 37 47
1978 product_mng medium No No Yes 3 2 153 42 49
1979 IT medium No No Yes 3 2 156 44 56
1980 RandD medium No No Yes 5 5 265 92 82
1981 RandD medium No No Yes 5 6 301 10 79
1982 RandD medium No No Yes 6 4 220 76 100
1983 RandD medium No No Yes 4 6 247 11 79
1984 RandD high No No Yes 3 2 136 43 48
1985 marketing low No No Yes 3 2 160 40 49
1986 sales medium No No Yes 4 7 310 11 84
1987 accounting medium No No Yes 5 5 240 84 82
1988 support medium No No Yes 5 5 238 84 84
1989 technical medium No No Yes 5 7 243 51 60
1990 management low No No Yes 4 5 248 66 91
1991 marketing low No No Yes 3 2 137 42 56
1992 marketing low No No Yes 3 2 155 38 49
1993 marketing low No No Yes 3 7 229 15 63
1994 sales low No No Yes 3 2 140 38 53
1995 sales low No No Yes 3 2 156 43 54
1996 sales low No No Yes 3 2 147 37 57
1997 sales low No No Yes 4 7 293 11 92
1998 sales low No No Yes 3 2 157 41 53
1999 sales low No No Yes 5 4 247 84 96
2000 sales low No No Yes 3 2 148 40 51
2001 sales low No No No 3 4 215 58 74
2002 sales low No No No 3 2 202 82 67
2003 sales low No No No 3 5 193 45 69
2004 sales low No No No 3 5 247 78 82
2005 sales low No No No 2 3 214 49 60
2006 sales low No No No 4 3 206 36 95
2007 sales low No No No 2 2 176 54 37
2008 sales low No No No 4 5 136 99 91
2009 sales low No No No 3 6 127 50 75
2010 sales low No No No 3 4 268 74 64
2011 sales medium No No No 3 4 258 56 58
2012 sales medium No No No 3 2 136 34 39
2013 accounting medium No No No 6 5 255 48 94
2014 accounting medium No No No 3 3 218 73 62
2015 accounting medium No No No 4 3 268 59 87
2016 hr medium No No No 2 3 224 81 57
2017 hr medium No No No 3 3 231 90 66
2018 hr medium No No No 6 6 191 41 84
2019 hr medium No No No 5 4 165 89 92
2020 technical medium No No No 3 4 252 48 84
2021 technical medium No No No 2 5 266 79 97
2022 technical medium No No No 3 5 248 98 66
2023 technical high No No No 4 4 144 75 70
2024 technical low No No No 3 4 174 100 41
2025 technical medium No No No 6 5 179 24 82
2026 technical medium No No No 4 6 246 84 43
2027 technical medium No Yes No 3 4 201 56 86
2028 technical medium No No No 3 4 208 92 93
2029 technical low No No No 3 3 267 61 98
2030 technical low No No No 4 4 262 84 77
2031 support low No No No 3 3 235 85 59
2032 support low No No No 4 2 160 67 57
2033 support low No No No 4 4 267 54 94
2034 support low No No No 4 5 175 75 56
2035 support low No No No 2 4 224 82 79
2036 support low No No No 2 4 177 76 60
2037 support low No No No 4 6 191 19 53
2038 support low No No No 3 3 138 61 41
2039 support low No Yes No 2 3 218 51 80
2040 support low No Yes No 2 3 179 52 88
2041 support low No No No 3 3 241 74 58
2042 technical low No No No 3 4 240 98 91
2043 technical low No No No 4 3 202 71 92
2044 technical low No No No 3 6 260 33 88
2045 management low No No No 3 3 196 98 97
2046 IT low No Yes No 3 2 176 52 59
2047 IT low No No No 3 2 140 84 65
2048 IT low No No No 2 3 242 87 50
2049 IT low No No No 4 3 279 48 85
2050 IT medium No No No 3 4 202 58 55
2051 product_mng medium No No No 3 5 228 58 84
2052 product_mng medium No No No 3 4 171 73 69
2053 product_mng medium No No No 3 4 153 68 54
2054 product_mng medium No Yes No 3 3 165 41 68
2055 IT medium No No No 3 3 182 85 60
2056 RandD medium No No No 5 5 239 54 70
2057 RandD medium No No No 2 5 231 81 61
2058 RandD medium No No No 3 4 255 70 52
2059 RandD medium No Yes No 2 4 237 63 66
2060 RandD medium No No No 2 3 251 68 54
2061 marketing medium No No No 2 4 178 70 53
2062 sales high No No No 3 4 148 82 65
2063 accounting low No No No 4 4 240 72 94
2064 support medium No No No 3 3 269 77 78
2065 technical medium No No No 3 4 147 86 91
2066 management medium No No No 5 3 198 15 97
2067 marketing medium No No No 3 5 143 81 99
2068 marketing low No No No 2 3 238 93 98
2069 marketing low No No No 4 4 213 62 74
2070 sales low No Yes No 3 3 226 53 81
2071 sales low No Yes No 2 3 169 86 99
2072 sales low No No No 2 4 238 92 65
2073 sales low No No No 3 4 202 97 83
2074 sales low No Yes No 6 2 205 39 78
2075 sales low No No No 4 3 111 45 66
2076 sales low No No No 3 4 104 41 47
2077 sales low No No No 3 3 212 51 69
2078 sales low No No No 4 4 236 74 62
2079 sales low No Yes No 2 5 245 69 57
2080 sales low No No No 4 4 267 84 64
2081 sales low No No No 5 5 106 69 66
2082 sales low No No No 3 5 198 93 53
2083 sales low No No No 3 6 239 33 45
2084 sales low No No No 3 5 220 25 65
2085 sales low No No No 3 5 224 63 59
2086 sales low No No No 3 3 100 81 62
2087 sales low No No No 5 4 244 12 87
2088 sales low No No No 3 4 139 52 66
2089 accounting medium No No No 2 2 152 57 51
2090 accounting medium No No No 3 4 208 84 58
2091 accounting medium No No No 3 5 205 60 95
2092 hr medium No No No 6 2 194 73 44
2093 hr medium No No No 5 3 209 20 58
2094 hr medium No No No 3 3 212 58 90
2095 hr medium No No No 3 2 151 48 56
2096 technical medium No No No 6 4 282 54 67
2097 technical medium No No No 3 4 256 86 100
2098 technical medium No Yes No 3 2 185 94 83
2099 technical medium No No No 3 5 132 76 74
2100 technical medium No No No 3 5 233 61 95
2101 technical high No No No 2 4 215 56 94
2102 technical low No No No 4 3 220 100 74
2103 technical medium No No No 3 6 222 15 53
2104 technical medium No No No 2 5 182 19 58
2105 technical medium No No No 4 5 258 17 73
2106 technical medium No No No 2 3 209 71 57
2107 support low No No No 2 3 242 86 79
2108 support low No Yes No 3 4 155 59 88
2109 support low No No No 4 5 104 74 76
2110 support low No Yes No 3 4 201 98 92
2111 support low No No No 3 5 143 93 75
2112 support low No Yes No 3 5 161 100 92
2113 support low No No No 2 4 200 59 81
2114 support low No No No 2 4 255 98 55
2115 support low No No No 2 5 227 35 50
2116 support low No No No 6 3 270 42 96
2117 support low No No No 3 5 230 61 85
2118 technical low No Yes No 3 5 270 78 72
2119 technical low No No No 3 4 200 93 52
2120 technical low No No No 3 5 207 50 95
2121 management low No No No 3 5 182 67 51
2122 IT low No No No 3 4 234 75 85
2123 IT low No No No 2 4 237 79 51
2124 IT low No Yes No 2 4 187 84 89
2125 IT low No No No 6 3 257 72 50
2126 IT low No No No 2 2 194 57 48
2127 product_mng low No No No 3 4 162 73 52
2128 product_mng medium No No No 2 4 148 74 58
2129 product_mng medium No No No 2 4 210 52 83
2130 product_mng medium No Yes No 2 3 213 56 76
2131 IT medium No Yes No 2 4 189 76 68
2132 RandD medium No No No 2 4 185 82 93
2133 RandD medium No Yes No 2 3 186 76 83
2134 RandD medium No No No 3 3 128 62 59
2135 RandD medium No No No 3 4 268 48 80
2136 RandD medium No Yes No 3 3 213 64 77
2137 marketing medium No No No 2 4 142 74 82
2138 sales medium No No No 2 2 199 52 43
2139 accounting medium No No No 2 4 157 67 50
2140 support high No Yes No 2 5 172 71 76
2141 technical low No Yes No 3 3 176 72 63
2142 management medium No No No 2 2 183 33 58
2143 marketing medium No No No 2 4 270 91 56
2144 marketing medium No Yes No 4 5 157 88 68
2145 marketing medium No No No 3 4 185 96 60
2146 sales low No No No 3 3 167 97 68
2147 sales low No No No 5 5 226 27 59
2148 sales low No No No 4 3 223 65 64
2149 sales low No No No 3 3 257 68 73
2150 sales low No No No 3 4 143 68 46
2151 sales low No No No 2 3 215 69 74
2152 sales low No No No 4 3 194 79 99
2153 sales low No No No 3 5 193 74 92
2154 sales low No No No 3 3 163 80 83
2155 sales low No No No 5 5 252 38 94
2156 sales low No No No 3 3 168 26 83
2157 sales low No No No 3 3 231 81 86
2158 sales low No No No 2 2 141 67 54
2159 sales low No No No 2 4 260 55 81
2160 sales low No No No 2 3 132 87 71
2161 sales low No No No 2 2 159 46 69
2162 sales low No Yes No 3 4 177 63 57
2163 sales low No No No 3 4 248 54 96
2164 sales low No No No 2 3 185 100 49
2165 accounting low No No No 2 4 149 97 66
2166 accounting low No No No 3 3 152 90 92
2167 accounting medium No No No 3 3 129 75 70
2168 hr medium No No No 2 4 208 92 84
2169 hr medium No No No 2 4 136 80 94
2170 hr medium No No No 2 3 142 57 81
2171 hr medium No No No 4 3 225 81 94
2172 technical medium No No No 3 3 143 64 60
2173 technical medium No No No 3 4 215 71 54
2174 technical medium No Yes No 6 3 229 35 58
2175 technical medium No No No 5 5 193 88 81
2176 technical medium No No No 5 5 160 13 59
2177 technical medium No Yes No 5 4 195 82 73
2178 technical medium No No No 2 4 189 17 92
2179 technical high No No No 5 4 207 21 82
2180 technical low No No No 3 4 108 89 47
2181 technical medium No No No 4 6 224 20 72
2182 technical medium No Yes No 3 5 180 99 81
2183 support medium No No No 4 6 152 26 85
2184 support medium No No No 2 4 244 22 53
2185 support low No No No 3 3 176 79 84
2186 support low No Yes No 2 4 145 73 79
2187 support low No No No 3 3 149 83 54
2188 support low No No No 4 3 122 42 54
2189 support low No No No 5 2 110 18 80
2190 support low No No No 2 4 222 92 91
2191 support low No No No 3 3 237 87 52
2192 support low No No No 3 4 224 72 65
2193 support low No No No 5 5 115 64 58
2194 technical low No No No 3 4 180 100 66
2195 technical low No No No 3 4 162 83 65
2196 technical low No No No 3 4 136 98 58
2197 management low No No No 2 3 260 70 87
2198 IT low No No No 2 4 150 90 79
2199 IT low No No No 3 4 248 55 99
2200 IT low No Yes No 3 3 233 78 84
2201 IT low No No No 3 5 272 89 53
2202 IT low No No No 5 3 197 17 59
2203 product_mng low No No No 5 5 164 14 64
2204 product_mng low No No No 2 4 216 85 57
2205 product_mng low No Yes No 3 4 266 84 79
2206 product_mng medium No Yes No 4 3 102 70 69
2207 IT medium No No No 5 5 284 16 98
2208 RandD medium No Yes No 2 3 145 51 69
2209 RandD medium No No No 4 3 167 60 89
2210 RandD medium No No No 2 3 172 50 63
2211 RandD medium No No No 5 5 198 43 39
2212 RandD medium No No No 4 4 201 50 70
2213 marketing medium No No No 4 4 197 91 89
2214 sales medium No No No 2 4 270 65 93
2215 accounting medium No No No 3 2 149 59 52
2216 support medium No No No 3 3 256 89 56
2217 technical medium No No No 3 3 162 97 60
2218 management high No No No 2 5 163 56 97
2219 marketing low No Yes No 3 3 266 76 93
2220 marketing medium No No No 4 4 208 28 55
2221 marketing medium No No No 4 4 138 75 51
2222 sales medium No No No 3 4 232 78 81
2223 sales medium No No No 4 6 100 26 63
2224 sales low No No No 5 2 172 53 72
2225 sales low No Yes No 6 3 133 25 41
2226 sales low No No No 3 3 234 82 51
2227 sales low No No No 4 2 183 71 57
2228 sales low No No No 4 4 174 61 95
2229 sales low No No No 2 3 175 89 68
2230 sales low No Yes No 3 3 109 57 78
2231 sales low No No No 3 4 248 93 80
2232 sales low No No No 4 5 104 61 84
2233 sales low No No No 2 3 154 56 62
2234 sales low No No No 2 6 214 70 89
2235 sales low No No No 4 4 209 90 64
2236 sales low No No No 2 6 212 15 74
2237 sales low No Yes No 3 3 168 39 36
2238 sales low No No No 3 4 176 74 72
2239 sales low No Yes No 4 4 163 70 61
2240 sales low No No No 2 4 148 72 93
2241 accounting low No No No 3 3 137 61 97
2242 accounting low No No No 3 5 162 96 100
2243 accounting low No No No 3 4 216 70 59
2244 hr low No No No 2 3 240 92 49
2245 hr medium No No No 2 4 176 72 56
2246 hr medium No No No 6 6 192 53 75
2247 hr medium No No No 4 3 160 67 85
2248 technical medium No Yes No 2 4 194 78 80
2249 technical medium No Yes No 2 4 239 53 75
2250 technical medium No No No 3 4 204 90 48
2251 technical medium No No No 3 5 258 16 90
2252 technical medium No No No 3 3 257 62 38
2253 technical medium No No No 3 4 137 62 98
2254 technical medium No No No 4 6 175 22 52
2255 technical medium No No No 3 3 183 91 82
2256 technical medium No No No 4 4 190 87 74
2257 technical high No No No 2 3 225 95 69
2258 technical low No No No 3 3 215 99 75
2259 support medium No Yes No 4 3 176 99 57
2260 support medium No Yes No 3 4 153 77 99
2261 support medium No Yes No 2 3 150 75 68
2262 support medium No No No 5 4 259 83 54
2263 support low No No No 2 3 99 61 39
2264 support low No No No 2 3 167 91 97
2265 support low No No No 3 3 192 47 64
2266 support low No No No 3 5 146 77 61
2267 support low No No No 3 3 190 55 51
2268 support low No No No 3 5 246 32 48
2269 support low No No No 3 6 190 96 67
2270 technical low No No No 2 5 260 72 79
2271 technical low No No No 3 4 136 80 90
2272 technical low No No No 3 4 231 61 55
2273 management low No No No 2 3 204 97 88
2274 IT low No No No 3 4 201 63 93
2275 IT low No No No 3 3 159 92 92
2276 IT low No No No 3 5 171 94 74
2277 IT low No No No 4 6 240 79 72
2278 IT low No No No 4 2 152 75 73
2279 product_mng low No Yes No 3 3 151 78 99
2280 product_mng low No Yes No 2 6 232 96 45
2281 product_mng low No No No 5 4 128 65 68
2282 product_mng low No Yes No 6 3 187 18 94
2283 IT low No No No 2 3 160 94 51
2284 RandD medium No No No 3 4 259 84 79
2285 RandD medium No No No 2 2 136 67 54
2286 RandD medium No No No 3 4 253 71 50
2287 RandD medium No No No 3 3 260 56 64
2288 RandD medium No No No 6 5 231 29 56
2289 marketing medium No Yes No 2 3 101 47 90
2290 sales medium No No No 3 2 174 40 69
2291 accounting medium No No No 2 4 167 81 82
2292 support medium No No No 3 3 148 96 99
2293 technical medium No Yes No 5 6 139 99 75
2294 management medium No No No 3 4 136 75 77
2295 marketing medium No No No 2 4 153 75 74
2296 marketing high No No No 2 4 161 100 86
2297 marketing low No No No 2 2 163 52 53
2298 sales medium No No No 3 3 164 98 74
2299 sales medium No No No 5 2 137 60 64
2300 sales medium No No No 3 3 137 38 44
2301 sales medium No No No 5 6 106 51 41
2302 sales low No No No 2 2 272 91 61
2303 sales low No No No 3 5 238 56 62
2304 sales low No No No 4 4 223 58 69
2305 sales low No No No 2 3 201 51 53
2306 sales low No No No 4 6 97 91 55
2307 sales low No Yes No 6 2 232 80 98
2308 sales low No No No 3 4 199 55 83
2309 sales low No No No 3 3 141 62 53
2310 sales low No No No 2 3 171 62 60
2311 sales low No No No 3 4 212 87 58
2312 sales low No No No 2 5 270 65 50
2313 sales low No No No 2 3 267 51 64
2314 sales low No Yes No 2 3 134 98 77
2315 sales low No No No 5 4 165 13 43
2316 sales low No Yes No 4 5 168 78 76
2317 accounting low No No No 2 3 262 60 98
2318 accounting low No No No 2 3 185 68 69
2319 accounting low No No No 3 3 237 55 84
2320 hr low No No No 3 4 192 99 79
2321 hr low No No No 2 5 236 92 68
2322 hr low No Yes No 4 4 202 100 65
2323 hr medium No No No 2 4 171 77 93
2324 technical medium No No No 3 5 160 86 70
2325 technical medium No No No 3 2 252 89 84
2326 technical medium No No No 3 5 206 58 55
2327 technical medium No No No 2 3 212 56 66
2328 technical medium No No No 3 3 111 38 64
2329 technical medium No No No 2 3 240 62 64
2330 technical medium No No No 2 2 171 66 77
2331 technical medium No No No 2 3 129 30 44
2332 technical medium No No No 2 3 271 82 83
2333 technical medium No No No 2 4 162 96 68
2334 technical medium No No No 3 3 191 66 95
2335 support high No No No 3 5 176 79 50
2336 support low No Yes No 2 3 182 97 77
2337 support medium No No No 3 3 226 59 65
2338 support medium No No No 3 4 161 57 48
2339 support medium No No No 3 4 163 64 53
2340 support medium No No No 4 5 173 14 51
2341 support low No No No 2 3 228 48 55
2342 support low No No No 3 3 139 78 100
2343 support low No No No 5 5 128 96 62
2344 support low No Yes No 2 3 115 82 97
2345 support low No No No 4 5 191 94 90
2346 technical low No No No 3 4 183 95 66
2347 technical low No No No 3 3 173 59 43
2348 technical low No No No 2 4 174 69 89
2349 management low No No No 3 3 213 74 72
2350 IT low No No No 4 4 192 67 67
2351 IT low No Yes No 2 3 167 83 52
2352 IT low No Yes No 3 3 263 81 85
2353 IT low No No No 3 2 100 54 73
2354 IT low No No No 3 3 164 89 83
2355 product_mng low No No No 2 5 172 79 74
2356 product_mng low No No No 3 4 171 46 58
2357 product_mng low No No No 3 4 236 99 93
2358 product_mng low No No No 4 5 186 75 90
2359 IT low No No No 3 4 175 93 82
2360 RandD low No No No 3 5 227 65 60
2361 RandD low No No No 6 4 142 19 63
2362 RandD medium No No No 2 2 121 48 61
2363 RandD medium No No No 3 5 234 95 64
2364 RandD medium No No No 3 4 185 92 77
2365 marketing medium No No No 3 4 160 84 54
2366 sales medium No Yes No 3 4 153 37 63
2367 accounting medium No No No 6 3 199 22 74
2368 support medium No No No 2 3 166 64 54
2369 technical medium No No No 3 2 247 72 88
2370 management medium No No No 3 4 245 48 69
2371 marketing medium No No No 4 5 242 12 55
2372 marketing medium No No No 2 5 158 78 98
2373 marketing medium No Yes No 3 3 163 71 74
2374 sales high No Yes No 3 3 99 38 69
2375 sales low No No No 3 4 164 57 85
2376 sales medium No No No 3 3 160 72 51
2377 sales medium No No No 3 2 184 60 57
2378 sales medium No No No 2 5 266 61 55
2379 sales medium No No No 2 4 190 67 64
2380 sales low No No No 2 5 192 97 97
2381 sales low No Yes No 6 3 205 22 60
2382 sales low No Yes No 5 4 205 15 53
2383 sales low No No No 3 3 258 60 60
2384 sales low No Yes No 2 5 151 15 80
2385 sales low No No No 2 3 148 50 81
2386 sales low No No No 2 3 179 90 67
2387 sales low No Yes No 2 6 141 84 51
2388 sales low No No No 2 5 216 74 78
2389 sales low No No No 2 3 235 72 51
2390 sales low No Yes No 4 3 160 93 63
2391 sales low No No No 4 3 141 54 69
2392 sales low No Yes No 2 4 246 87 65
2393 accounting low No Yes No 4 5 226 19 98
2394 accounting low No Yes No 2 4 212 33 40
2395 accounting low No No No 3 4 220 94 93
2396 hr low No No No 2 4 266 77 49
2397 hr low No No No 2 3 183 48 82
2398 hr low No Yes No 3 5 263 70 74
2399 hr low No Yes No 4 4 161 54 93
2400 technical low No No No 2 4 199 61 98
2401 technical medium No Yes No 4 4 258 97 40
2402 technical medium No Yes No 2 3 209 60 85
2403 technical medium No No No 3 5 135 93 84
2404 technical medium No No No 2 4 222 48 69
2405 technical medium No No No 3 5 192 16 76
2406 technical medium No No No 3 3 250 18 75
2407 technical medium No Yes No 3 3 187 84 75
2408 technical medium No No No 3 4 217 69 63
2409 technical medium No Yes No 3 4 213 22 88
2410 technical medium No No No 3 4 273 83 52
2411 support medium No No No 3 2 132 58 50
2412 support medium No Yes No 3 4 140 61 62
2413 support high No Yes No 2 4 173 67 50
2414 support low No No No 2 4 189 56 76
2415 support medium No No No 3 3 156 74 74
2416 support medium No Yes No 5 4 238 92 97
2417 support medium No No No 2 5 230 81 68
2418 support medium No Yes No 2 4 242 48 49
2419 support low No No No 3 4 197 73 72
2420 support low No No No 5 6 164 97 66
2421 support low No No No 5 6 248 15 51
2422 technical low No No No 6 5 255 69 76
2423 technical low No No No 4 5 225 61 68
2424 technical low No No No 2 3 151 86 58
2425 management low No No No 3 4 252 55 88
2426 IT low No Yes No 4 4 206 90 74
2427 IT low No No No 2 2 141 65 40
2428 IT low No No No 3 5 259 81 92
2429 IT low No No No 3 5 250 65 86
2430 IT low No No No 6 4 169 47 86
2431 product_mng low No Yes No 3 3 200 93 53
2432 product_mng low No No No 5 4 104 77 90
2433 product_mng low No No No 3 6 176 87 82
2434 product_mng low No No No 2 5 137 87 84
2435 IT low No No No 3 2 151 65 75
2436 RandD low No Yes No 6 6 130 21 70
2437 RandD low No No No 2 4 199 75 59
2438 RandD low No No No 2 4 191 72 86
2439 RandD low No Yes No 3 3 273 88 63
2440 RandD medium No No No 3 3 205 66 58
2441 marketing medium No No No 3 3 181 80 75
2442 sales medium No Yes No 3 4 261 22 55
2443 accounting medium No No No 3 3 192 92 69
2444 support medium No No No 3 4 271 54 77
2445 technical medium No No No 3 4 158 91 56
2446 management medium No No No 2 4 231 77 83
2447 marketing medium No Yes No 3 3 156 61 51
2448 marketing medium No No No 4 4 201 48 90
2449 marketing medium No No No 4 3 187 25 69
2450 sales medium No No No 4 3 132 91 70
2451 sales medium No Yes No 3 5 147 72 58
2452 sales high No No No 3 4 223 77 71
2453 sales low No No No 2 2 194 41 40
2454 sales medium No No No 2 4 234 51 49
2455 sales medium No No No 3 3 149 72 79
2456 sales medium No Yes No 3 3 162 47 57
2457 sales medium No No No 2 4 238 53 67
2458 sales low No No No 3 5 149 65 52
2459 sales low No No No 5 4 170 18 75
2460 sales low No No No 2 3 250 61 48
2461 sales low No No No 2 4 167 86 72
2462 sales low No No No 5 4 166 14 77
2463 sales low No No No 2 3 205 63 80
2464 sales low No No No 3 3 250 79 57
2465 sales low No No No 3 4 142 78 97
2466 sales low No No No 6 4 217 14 52
2467 sales low No No No 3 3 139 85 54
2468 sales low No No No 3 4 139 85 75
2469 accounting low No No No 3 5 152 91 76
2470 accounting low No No No 2 3 224 76 74
2471 accounting low No No No 3 5 180 62 72
2472 hr low No No No 2 4 216 53 69
2473 hr low No No No 3 3 133 97 63
2474 hr low No No No 3 4 271 48 53
2475 hr low No Yes No 3 4 148 50 55
2476 technical low No No No 4 2 99 32 42
2477 technical low No Yes No 2 4 196 58 77
2478 technical low No No No 2 3 196 81 83
2479 technical medium No No No 3 4 228 48 84
2480 technical medium No No No 2 4 165 96 88
2481 technical medium No No No 2 3 235 56 90
2482 technical medium No No No 2 4 167 63 96
2483 technical medium No No No 5 5 255 21 50
2484 technical medium No Yes No 3 3 184 94 78
2485 technical medium No No No 3 4 239 94 89
2486 technical medium No No No 2 3 153 96 54
2487 support medium No Yes No 5 4 187 49 50
2488 support medium No No No 2 2 285 82 68
2489 support medium No No No 3 3 274 60 50
2490 support medium No Yes No 3 3 156 76 50
2491 support high No Yes No 2 5 265 69 64
2492 support low No No No 3 4 144 100 94
2493 support medium No No No 3 4 143 62 66
2494 support medium No Yes No 6 4 214 40 99
2495 support medium No No No 3 3 163 94 91
2496 support medium No No No 4 4 236 76 84
2497 support low No No No 4 3 146 58 69
2498 technical low No No No 2 4 106 85 78
2499 technical low No No No 3 2 105 45 52
2500 technical low No No No 4 3 181 13 67
2501 management low No No No 4 5 174 24 50
2502 IT low No Yes No 2 3 207 64 69
2503 IT low No No No 2 6 118 63 61
2504 IT low No No No 2 4 251 61 99
2505 IT low No No No 3 2 136 71 99
2506 IT low No Yes No 3 5 249 90 89
2507 product_mng low No No No 5 4 171 17 76
